x,y
1418083200,362.99
1418169600,351.82
1418256000,348.79
1418342400,348.97
1418428800,352.21
1418515200,351.77
1418601600,357.8
1418688000,347.96
1418774400,329.84
1418860800,321.34
1418947200,312.26
1419033600,318.59
1419120000,331.52
1419206400,320
1419292800,331.98
1419379200,336.95
1419465600,323.68
1419552000,319.81
1419638400,329.94
1419724800,316.09
1419811200,317.41
1419897600,313.4
1419984000,311
1420070400,320.97
1420156800,314.81
1420243200,316.51
1420329600,285.09
1420416000,263.17
1420502400,274.28
1420588800,287.32
1420675200,297.99
1420761600,284.49
1420848000,290.81
1420934400,275.97
1421020800,269.68
1421107200,267.02
1421193600,222
1421280000,172
1421366400,210.21
1421452800,208.13
1421539200,199.77
1421625600,211.98
1421712000,216.01
1421798400,210.71
1421884800,224.59
1421971200,233.51
1422057600,233.71
1422144000,249.32
1422230400,254.32
1422316800,274.43
1422403200,263.52
1422489600,236.2
1422576000,235.99
1422662400,226.97
1422748800,219.25
1422835200,226.98
1422921600,237.97
1423008000,227.53
1423094400,226.71
1423180800,216.98
1423267200,222.36
1423353600,229.3
1423440000,223.93
1423526400,219.93
1423612800,220.36
1423699200,219.6
1423785600,222.33
1423872000,236.9
1423958400,257.5
1424044800,234.18
1424131200,234.5
1424217600,245.29
1424304000,237.44
1424390400,241.39
1424476800,245.78
1424563200,245.41
1424649600,235.98
1424736000,238.9
1424822400,239.94
1424908800,237.97
1424995200,236.59
1425081600,252.11
1425168000,253.5
1425254400,257.05
1425340800,275.87
1425427200,279.47
1425513600,270.06
1425600000,273.11
1425686400,272.34
1425772800,276.66
1425859200,275
1425945600,287.01
1426032000,290
1426118400,296.56
1426204800,294.9
1426291200,285.03
1426377600,282.2
1426464000,286.79
1426550400,289.28
1426636800,284.48
1426723200,256.99
1426809600,261.39
1426896000,262.1
1426982400,259.99
1427068800,267.75
1427155200,265.99
1427241600,245
1427328000,247.08
1427414400,249.23
1427500800,247.57
1427587200,252.96
1427673600,242.34
1427760000,248
1427846400,243.63
1427932800,246.49
1428019200,253.28
1428105600,254.3
1428192000,253.67
1428278400,260.52
1428364800,255.18
1428451200,253.9
1428537600,245
1428624000,243
1428710400,236
1428796800,236.36
1428883200,236.5
1428969600,223.01
1429056000,216.23
1429142400,222.55
1429228800,227.5
1429315200,222.64
1429401600,223.41
1429488000,222.61
1429574400,224.29
1429660800,235.85
1429747200,233.59
1429833600,235.98
1429920000,231.16
1430006400,226.29
1430092800,219.52
1430179200,227.01
1430265600,225.2
1430352000,225.62
1430438400,235.97
1430524800,230.97
1430611200,233.77
1430697600,239.47
1430784000,238.25
1430870400,235.87
1430956800,228.99
1431043200,237.16
1431129600,243.24
1431216000,242.19
1431302400,239.11
1431388800,240.95
1431475200,241.1
1431561600,235.97
1431648000,237.1
1431734400,237.37
1431820800,236.63
1431907200,235.83
1431993600,232.81
1432080000,231.4
1432166400,234.11
1432252800,235
1432339200,238.8
1432425600,237.76
1432512000,239.55
1432598400,235.59
1432684800,235.68
1432771200,235.31
1432857600,236.44
1432944000,235.72
1433030400,232.3
1433116800,228.34
1433203200,223.52
1433289600,225.19
1433376000,225.4
1433462400,222.88
1433548800,224.76
1433635200,224.99
1433721600,222.28
1433808000,227.66
1433894400,228.88
1433980800,227.8
1434067200,229.03
1434153600,229.6
1434240000,231.5
1434326400,232.07
1434412800,236
1434499200,249.98
1434585600,247.45
1434672000,248.26
1434758400,243.85
1434844800,244.75
1434931200,243.55
1435017600,246.77
1435104000,243.86
1435190400,240.2
1435276800,242.08
1435363200,242.98
1435449600,251.21
1435536000,248.57
1435622400,256.05
1435708800,262.43
1435795200,257.78
1435881600,254.68
1435968000,256.12
1436054400,260.33
1436140800,271.34
1436227200,268.53
1436313600,265.83
1436400000,270.31
1436486400,269
1436572800,284.92
1436659200,291.64
1436745600,310.55
1436832000,291.94
1436918400,287.92
1437004800,285.66
1437091200,277.78
1437177600,279.43
1437264000,276.74
1437350400,275.47
1437436800,279.01
1437523200,276.76
1437609600,277.97
1437696000,276.59
1437782400,289
1437868800,288.78
1437955200,292.82
1438041600,293.93
1438128000,293.92
1438214400,290.2
1438300800,288.45
1438387200,284.31
1438473600,280.95
1438560000,282.26
1438646400,281.12
1438732800,285
1438819200,281
1438905600,277.08
1438992000,279.32
1439078400,262.22
1439164800,265.05
1439251200,264.47
1439337600,270.98
1439424000,267.53
1439510400,264.48
1439596800,265.93
1439683200,261.43
1439769600,256.11
1439856000,256.66
1439942400,222.11
1440028800,226.25
1440115200,235.31
1440201600,233.49
1440288000,231
1440374400,228.14
1440460800,210.96
1440547200,222.13
1440633600,225.04
1440720000,225.11
1440806400,231.52
1440892800,229.63
1440979200,228.39
1441065600,230.25
1441152000,227.97
1441238400,229.26
1441324800,227.24
1441411200,230.73
1441497600,235.74
1441584000,240.2
1441670400,240.47
1441756800,244.21
1441843200,238.3
1441929600,238.81
1442016000,239.94
1442102400,234.73
1442188800,230
1442275200,229.71
1442361600,229.54
1442448000,228.33
1442534400,232.17
1442620800,232.52
1442707200,230.25
1442793600,230.16
1442880000,226.27
1442966400,230.42
1443052800,229.42
1443139200,234
1443225600,235.22
1443312000,233.99
1443398400,232.41
1443484800,239.14
1443571200,236.94
1443657600,236.17
1443744000,238.03
1443830400,237.77
1443916800,239.09
1444003200,238.4
1444089600,240.6
1444176000,246.8
1444262400,243.01
1444348800,243.01
1444435200,244.49
1444521600,245.72
1444608000,248.04
1444694400,245.5
1444780800,249.98
1444867200,252.47
1444953600,254.5
1445040000,262.26
1445126400,270.04
1445212800,261.04
1445299200,263.59
1445385600,270.75
1445472000,267.97
1445558400,274.35
1445644800,278.62
1445731200,282.71
1445817600,282.8
1445904000,286.69
1445990400,295.35
1446076800,304.79
1446163200,314.81
1446249600,328.17
1446336000,310.18
1446422400,325.79
1446508800,361.54
1446595200,404.5
1446681600,408
1446768000,386.04
1446854400,373.69
1446940800,387.02
1447027200,371.08
1447113600,380.62
1447200000,336.29
1447286400,308.98
1447372800,340.81
1447459200,336.99
1447545600,332.06
1447632000,318.97
1447718400,330.72
1447804800,336.01
1447891200,333.66
1447977600,325.9
1448064000,322.12
1448150400,326.31
1448236800,323.78
1448323200,323.48
1448409600,319.64
1448496000,328.9
1448582400,356.33
1448668800,358
1448755200,356.4
1448841600,371
1448928000,377.27
1449014400,362.58
1449100800,359.08
1449187200,361.47
1449273600,363.78
1449360000,386.95
1449446400,387.3
1449532800,394.87
1449619200,413.6
1449705600,416.49
1449792000,415.15
1449878400,450.87
1449964800,436.2
1450051200,433.39
1450137600,443.78
1450224000,463.98
1450310400,455.47
1450396800,456.58
1450483200,463
1450569600,461.75
1450656000,442.54
1450742400,438.35
1450828800,435.28
1450915200,442.54
1451001600,456
1451088000,455.5
1451174400,417.11
1451260800,422.42
1451347200,420.97
1451433600,433.23
1451520000,428.23
1451606400,430.89
1451692800,434.75
1451779200,432.76
1451865600,430.78
1451952000,434.17
1452038400,432.43
1452124800,429.26
1452211200,458.66
1452297600,452.64
1452384000,448.47
1452470400,448.43
1452556800,447.98
1452643200,437
1452729600,432.63
1452816000,429.55
1452902400,363.75
1452988800,387.87
1453075200,380.16
1453161600,385.49
1453248000,377.41
1453334400,420.35
1453420800,409.62
1453507200,381.5
1453593600,385.09
1453680000,403.19
1453766400,390.92
1453852800,391.66
1453939200,394.36
1454025600,379.82
1454112000,378.18
1454198400,376.6
1454284800,367.86
1454371200,371.99
1454457600,373.05
1454544000,368.46
1454630400,388
1454716800,384.07
1454803200,375.29
1454889600,375
1454976000,371.55
1455062400,373.46
1455148800,379.14
1455235200,378.02
1455321600,382.62
1455408000,389.88
1455494400,405.08
1455580800,399.21
1455667200,407
1455753600,414.87
1455840000,420.53
1455926400,419.98
1456012800,435.19
1456099200,438
1456185600,436.76
1456272000,419.25
1456358400,423.79
1456444800,423.46
1456531200,430
1456617600,431.59
1456704000,431.89
1456790400,436.75
1456876800,433.66
1456963200,422.5
1457049600,420.06
1457136000,408.4
1457222400,399.17
1457308800,405.69
1457395200,412.37
1457481600,412.15
1457568000,412.84
1457654400,416
1457740800,420.11
1457827200,409.9
1457913600,412.85
1458000000,414.99
1458086400,415.7
1458172800,416.64
1458259200,418.49
1458345600,407.96
1458432000,409.11
1458518400,411.81
1458604800,411.95
1458691200,416.39
1458777600,417.96
1458864000,415.17
1458950400,415.98
1459036800,416.96
1459123200,425
1459209600,422.86
1459296000,415.83
1459382400,413.74
1459468800,414.83
1459555200,416.31
1459641600,419.13
1459728000,418.51
1459814400,419.71
1459900800,421.66
1459987200,421.6
1460073600,419.95
1460160000,417.86
1460246400,418.58
1460332800,420.75
1460419200,422.63
1460505600,425.69
1460592000,423.87
1460678400,424.38
1460764800,429.45
1460851200,430.58
1460937600,427.31
1461024000,427.42
1461110400,435.95
1461196800,441.82
1461283200,451
1461369600,447.7
1461456000,451.92
1461542400,460.03
1461628800,462.5
1461715200,467.55
1461801600,445.29
1461888000,449.98
1461974400,455.97
1462060800,448.84
1462147200,453
1462233600,443.84
1462320000,450.61
1462406400,446.84
1462492800,449.37
1462579200,458.98
1462665600,459.02
1462752000,458.31
1462838400,460.66
1462924800,450.78
1463011200,452.84
1463097600,454.26
1463184000,455.82
1463270400,456.31
1463356800,457.34
1463443200,454
1463529600,453.08
1463616000,452.99
1463702400,436.05
1463788800,442.52
1463875200,443.21
1463961600,438.47
1464048000,442.99
1464134400,444.1
1464220800,448.7
1464307200,452.05
1464393600,469.98
1464480000,526.64
1464566400,511.3
1464652800,526.42
1464739200,531.97
1464825600,538.37
1464912000,538
1464998400,567.88
1465084800,573.85
1465171200,573.91
1465257600,583.72
1465344000,578.07
1465430400,583.1
1465516800,574.32
1465603200,577.95
1465689600,608.01
1465776000,665.85
1465862400,704.5
1465948800,685.19
1466035200,693.88
1466121600,765
1466208000,746.63
1466294400,751.96
1466380800,759.35
1466467200,724.04
1466553600,664.46
1466640000,592.81
1466726400,622.08
1466812800,665
1466899200,660.44
1466985600,630.19
1467072000,651.85
1467158400,645.15
1467244800,635.99
1467331200,667.95
1467417600,675.63
1467504000,701.41
1467590400,656.97
1467676800,681.98
1467763200,668
1467849600,673.76
1467936000,638.5
1468022400,663
1468108800,647.41
1468195200,648.35
1468281600,649.33
1468368000,664.5
1468454400,652.87
1468540800,659.12
1468627200,663.19
1468713600,661.32
1468800000,679.58
1468886400,673.46
1468972800,674.95
1469059200,667.5
1469145600,664
1469232000,649.75
1469318400,655.53
1469404800,661.48
1469491200,654.98
1469577600,651.16
1469664000,655.37
1469750400,655.54
1469836800,654.88
1469923200,654.68
1470009600,623.91
1470096000,605.56
1470182400,530.74
1470268800,564.01
1470355200,577.44
1470441600,572.72
1470528000,589.5
1470614400,592.56
1470700800,591.69
1470787200,584.98
1470873600,591.5
1470960000,586.01
1471046400,585.91
1471132800,583.34
1471219200,567.34
1471305600,565.69
1471392000,574.94
1471478400,570.92
1471564800,570.3
1471651200,572.84
1471737600,577.52
1471824000,577.24
1471910400,583.3
1471996800,581.98
1472083200,578.75
1472169600,575.75
1472256000,577.77
1472342400,567.2
1472428800,573.2
1472515200,571.5
1472601600,575.97
1472688000,570.76
1472774400,571
1472860800,572
1472947200,595.01
1473033600,603.95
1473120000,604.99
1473206400,608.16
1473292800,615.33
1473379200,625.06
1473465600,622
1473552000,621.65
1473638400,604.02
1473724800,608.01
1473811200,608.82
1473897600,608.99
1473984000,606.72
1474070400,607.04
1474156800,604.09
1474243200,607.31
1474329600,608.66
1474416000,605.5
1474502400,595.46
1474588800,594.08
1474675200,600.7
1474761600,599.33
1474848000,598.98
1474934400,606.79
1475020800,604.26
1475107200,603.85
1475193600,604.13
1475280000,608.38
1475366400,612.98
1475452800,608.6
1475539200,612.98
1475625600,607.18
1475712000,608
1475798400,609.41
1475884800,614.74
1475971200,614.46
1476057600,613.06
1476144000,614.77
1476230400,638.3
1476316800,635.16
1476403200,634.02
1476489600,638.2
1476576000,636.86
1476662400,638.97
1476748800,635.54
1476835200,635.95
1476921600,627.72
1477008000,628.89
1477094400,629
1477180800,653.25
1477267200,649.69
1477353600,643.93
1477440000,651.45
1477526400,674.63
1477612800,685
1477699200,685.91
1477785600,712
1477872000,697.23
1477958400,697.01
1478044800,726.6
1478131200,741.12
1478217600,683.69
1478304000,702.71
1478390400,703.48
1478476800,709.96
1478563200,703.23
1478649600,708.15
1478736000,721.5
1478822400,714.48
1478908800,716.2
1478995200,702.28
1479081600,700.38
1479168000,705.03
1479254400,711.73
1479340800,739.42
1479427200,736.84
1479513600,748.98
1479600000,750.71
1479686400,727.09
1479772800,736.97
1479859200,749.26
1479945600,740.17
1480032000,735.64
1480118400,737.07
1480204800,729.91
1480291200,727.31
1480377600,729.45
1480464000,730.02
1480550400,742.05
1480636800,750.81
1480723200,769.99
1480809600,762.97
1480896000,762
1480982400,750.59
1481068800,758.99
1481155200,766.48
1481241600,767.28
1481328000,769.08
1481414400,772.28
1481500800,768.19
1481587200,777.99
1481673600,778.49
1481760000,777.09
1481846400,775.88
1481932800,781.32
1482019200,787.28
1482105600,788.67
1482192000,791.03
1482278400,801.51
1482364800,834.97
1482451200,860.18
1482537600,913.93
1482624000,892.6
1482710400,890.99
1482796800,896.82
1482883200,930.34
1482969600,975.89
1483056000,970.35
1483142400,958.12
1483228800,964.84
1483315200,997.36
1483401600,1013.42
1483488000,1037.83
1483574400,1109.16
1483660800,999.65
1483747200,891.95
1483833600,906.16
1483920000,910.49
1484006400,896.92
1484092800,903.66
1484179200,780.92
1484265600,805.52
1484352000,825
1484438400,819.55
1484524800,822.01
1484611200,830.56
1484697600,906.6
1484784000,885.44
1484870400,903.1
1484956800,895.64
1485043200,921.99
1485129600,922.33
1485216000,919.97
1485302400,883.59
1485388800,893.14
1485475200,915.05
1485561600,918.01
1485648000,918.62
1485734400,912.19
1485820800,920
1485907200,964.1
1485993600,983.42
1486080000,1008.67
1486166400,1015.65
1486252800,1034.07
1486339200,1011.08
1486425600,1023.96
1486512000,1052.84
1486598400,1050.7
1486684800,985.34
1486771200,997.59
1486857600,1012.46
1486944000,1000.74
1487030400,1001.2
1487116800,1007.08
1487203200,1011.25
1487289600,1035.2
1487376000,1054.55
1487462400,1056
1487548800,1050.87
1487635200,1084.06
1487721600,1125
1487808000,1130.01
1487894400,1187.41
1487980800,1180.14
1488067200,1150.37
1488153600,1180.46
1488240000,1194.17
1488326400,1190.89
1488412800,1224.98
1488499200,1257.6
1488585600,1287
1488672000,1262.2
1488758400,1271.04
1488844800,1279.5
1488931200,1233.88
1489017600,1155.11
1489104000,1192.09
1489190400,1104.94
1489276800,1176.59
1489363200,1227.68
1489449600,1240.72
1489536000,1246.72
1489622400,1257
1489708800,1170.2
1489795200,1068.3
1489881600,967.69
1489968000,1010.99
1490054400,1031.5
1490140800,1113
1490227200,1030.2
1490313600,1029.99
1490400000,927.93
1490486400,961.81
1490572800,959.47
1490659200,1041.04
1490745600,1042.77
1490832000,1039.77
1490918400,1034.74
1491004800,1073.09
1491091200,1082.81
1491177600,1079.99
1491264000,1146.98
1491350400,1141.23
1491436800,1133.53
1491523200,1193.73
1491609600,1190.22
1491696000,1184.03
1491782400,1206.18
1491868800,1209.99
1491955200,1219.09
1492041600,1212.17
1492128000,1174.43
1492214400,1170.36
1492300800,1190.5
1492387200,1161.1
1492473600,1176.97
1492560000,1201.2
1492646400,1205
1492732800,1236.63
1492819200,1243.61
1492905600,1233.24
1492992000,1240.84
1493078400,1253.57
1493164800,1272.67
1493251200,1288.02
1493337600,1330.33
1493424000,1330.7
1493510400,1333
1493596800,1354.8
1493683200,1390.86
1493769600,1447.55
1493856000,1501
1493942400,1537.23
1494028800,1518.75
1494115200,1554.04
1494201600,1558.74
1494288000,1651.1
1494374400,1720.26
1494460800,1774.52
1494547200,1829
1494633600,1692.88
1494720000,1770.8
1494806400,1780
1494892800,1717.91
1494979200,1708.99
1495065600,1783.98
1495152000,1879.99
1495238400,1957.38
1495324800,2008.84
1495411200,2017.55
1495497600,2099.98
1495584000,2256.32
1495670400,2421.49
1495756800,2277.01
1495843200,2279.82
1495929600,2047.76
1496016000,2177.38
1496102400,2290.02
1496188800,2204.89
1496275200,2298.01
1496361600,2409.93
1496448000,2488.98
1496534400,2541.29
1496620800,2529.53
1496707200,2699.12
1496793600,2872.3
1496880000,2683.03
1496966400,2809.01
1497052800,2825.14
1497139200,2898.63
1497225600,2954.96
1497312000,2656.97
1497398400,2706
1497484800,2445
1497571200,2424.8
1497657600,2477.94
1497744000,2629.76
1497830400,2522
1497916800,2600
1498003200,2740
1498089600,2658.69
1498176000,2713.48
1498262400,2685.05
1498348800,2557
1498435200,2502.03
1498521600,2430
1498608000,2558.11
1498694400,2558.3
1498780800,2541.69
1498867200,2476.63
1498953600,2421.26
1499040000,2512.71
1499126400,2549.93
1499212800,2598.89
1499299200,2600
1499385600,2599.67
1499472000,2502.86
1499558400,2555.14
1499644800,2509.58
1499731200,2327.09
1499817600,2310.93
1499904000,2388
1499990400,2338.49
1500076800,2216.1
1500163200,1972.29
1500249600,1910.96
1500336000,2220.07
1500422400,2300.01
1500508800,2265.21
1500595200,2840
1500681600,2672.95
1500768000,2825.51
1500854400,2748.36
1500940800,2759.58
1501027200,2564.3
1501113600,2516.93
1501200000,2656.53
1501286400,2784.8
1501372800,2704.53
1501459200,2738.92
1501545600,2862.9
1501632000,2731.34
1501718400,2699.39
1501804800,2790
1501891200,2856.52
1501977600,3250.77
1502064000,3210.2
1502150400,3380.5
1502236800,3408.75
1502323200,3340.28
1502409600,3413.41
1502496000,3650
1502582400,3868.52
1502668800,4073.76
1502755200,4315.66
1502841600,4179.97
1502928000,4375.8
1503014400,4279.79
1503100800,4104.71
1503187200,4146.09
1503273600,4054.6
1503360000,3986.28
1503446400,4090.89
1503532800,4133.67
1503619200,4331.77
1503705600,4357.77
1503792000,4339.82
1503878400,4339.05
1503964800,4376.66
1504051200,4594.54
1504137600,4582.52
1504224000,4732.87
1504310400,4908.41
1504396800,4585.57
1504483200,4603.54
1504569600,4202.91
1504656000,4385.02
1504742400,4612.12
1504828800,4613.84
1504915200,4312.26
1505001600,4330.87
1505088000,4232.93
1505174400,4198.59
1505260800,4169.94
1505347200,3865.22
1505433600,3216.43
1505520000,3707.5
1505606400,3689.11
1505692800,3678.53
1505779200,4092.07
1505865600,3899.35
1505952000,3894.48
1506038400,3600.92
1506124800,3604.79
1506211200,3777.62
1506297600,3666.31
1506384000,3931.98
1506470400,3881
1506556800,4204.51
1506643200,4189.38
1506729600,4164.27
1506816000,4354.16
1506902400,4405.01
1506988800,4394.07
1507075200,4308.33
1507161600,4211.55
1507248000,4318.58
1507334400,4369.57
1507420800,4439.46
1507507200,4605.66
1507593600,4773.84
1507680000,4776.5
1507766400,4822.17
1507852800,5435.75
1507939200,5636.24
1508025600,5825.99
1508112000,5691.69
1508198400,5764.24
1508284800,5594.66
1508371200,5571.92
1508457600,5697.16
1508544000,5986.44
1508630400,6012.65
1508716800,5982.49
1508803200,5900.59
1508889600,5510.76
1508976000,5732.35
1509062400,5889.82
1509148800,5769.89
1509235200,5728.65
1509321600,6136.49
1509408000,6133.16
1509494400,6416.07
1509580800,6751.98
1509667200,7024.56
1509753600,7213.04
1509840000,7365.99
1509926400,7392.51
1510012800,6960.58
1510099200,7128.64
1510185600,7468.44
1510272000,7092.42
1510358400,6569.22
1510444800,6340.89
1510531200,5890.08
1510617600,6493.63
1510704000,6592.73
1510790400,7279.78
1510876800,7868.77
1510963200,7718.2
1511049600,7791.3
1511136000,8049.72
1511222400,8242.81
1511308800,8095.88
1511395200,8236.72
1511481600,8043.31
1511568000,8212.78
1511654400,8768.8
1511740800,9311.7
1511827200,9717.32
1511913600,9919
1512000000,9646.35
1512086400,9988.19
1512172800,10879.9
1512259200,10912.9
1512345600,11179.5
1512432000,11591.2
1512518400,11660.4
1512604800,13843.9
1512691200,16860.9
1512777600,15875.3
1512864000,14652.4
1512950400,15069
1513036800,16732.7
1513123200,16916.8
1513209600,16252.3
1513296000,16408.2
1513382400,17507.9
1513468800,19279.9
1513555200,18905.3
1513641600,18911.8
1513728000,17382.9
1513814400,16357.2
1513900800,15521.1
1513987200,13776.6
1514073600,14121.5
1514160000,13554.3
1514246400,13740.9
1514332800,15678
1514419200,15422.2
1514505600,14214
1514592000,14413.5
1514678400,12612.5
1514764800,13796
1514851200,13375
1514937600,14793.5
1515024000,15039.2
1515110400,15169.7
1515196800,16914.7
1515283200,17155.9
1515369600,16192.9
1515456000,14962.6
1515542400,14437.4
1515628800,14882.9
1515715200,13285.5
1515801600,13791.2
1515888000,14246.2
1515974400,13583.8
1516060800,13554.1
1516147200,11307.3
1516233600,11091.3
1516320000,11174.8
1516406400,11506.5
1516492800,12744.6
1516579200,11513.4
1516665600,10770.5
1516752000,10831.5
1516838400,11392
1516924800,11150.8
1517011200,11094.2
1517097600,11431.4
1517184000,11742.3
1517270400,11186.1
1517356800,10082.5
1517443200,10204
1517529600,9098.27
1517616000,8852.73
1517702400,9224.62
1517788800,8202.06
1517875200,6925.46
1517961600,7712.37
1518048000,7585.17
1518134400,8245.08
1518220800,8688.86
1518307200,8561
1518393600,8068.02
1518480000,8895.72
1518566400,8527.87
1518652800,9471.64
1518739200,10033.8
1518825600,10178.6
1518912000,11085.8
1518998400,10392.5
1519084800,11171.8
1519171200,11246
1519257600,10485.8
1519344000,9850.78
1519430400,10171.3
1519516800,9699.76
1519603200,9582.29
1519689600,10319.5
1519776000,10628.6
1519862400,10332.1
1519948800,10931.1
1520035200,11040.5
1520121600,11453.3
1520208000,11516.8
1520294400,11442.5
1520380800,10727.7
1520467200,9920.46
1520553600,9324.5
1520640000,9262.8
1520726400,8777.37
1520812800,9538.93
1520899200,9130
1520985600,9153.54
1521072000,8214.99
1521158400,8263.34
1521244800,8297.89
1521331200,7885.08
1521417600,8214.46
1521504000,8605.64
1521590400,8909.95
1521676800,8909.26
1521763200,8725.37
1521849600,8917.48
1521936000,8533.76
1522022400,8457.96
1522108800,8146.5
1522195200,7797.25
1522281600,7950.61
1522368000,7099.17
1522454400,6854.19
1522540800,6937.56
1522627200,6827.54
1522713600,7065.29
1522800000,7426.48
1522886400,6810.71
1522972800,6786.66
1523059200,6634.68
1523145600,6910.12
1523232000,7029.71
1523318400,6784.41
1523404800,6849.3
1523491200,6955.36
1523577600,7941.46
1523664000,7895.25
1523750400,8013.91
1523836800,8368.1
1523923200,8069.03
1524009600,7907.19
1524096000,8175.96
1524182400,8288.12
1524268800,8876.51
1524355200,8930.6
1524441600,8812.76
1524528000,8952.68
1524614400,9658.11
1524700800,8870.14
1524787200,9294.67
1524873600,8928.55
1524960000,9349.41
1525046400,9398.4
1525132800,9239.55
1525219200,9074.98
1525305600,9220.76
1525392000,9753.35
1525478400,9696.13
1525564800,9837.92
1525651200,9631.44
1525737600,9369.16
1525824000,9186.69
1525910400,9310.37
1525996800,9015.88
1526083200,8396.83
1526169600,8463.52
1526256000,8691.46
1526342400,8671.51
1526428800,8471.06
1526515200,8343.27
1526601600,8063.86
1526688000,8239.08
1526774400,8242.07
1526860800,8520.59
1526947200,8396.63
1527033600,7987.38
1527120000,7511.91
1527206400,7576.78
1527292800,7465.12
1527379200,7334.71
1527465600,7344.56
1527552000,7106.06
1527638400,7457.02
1527724800,7386.72
1527811200,7489.66
1527897600,7518.67
1527984000,7637.14
1528070400,7713.85
1528156800,7495.47
1528243200,7619.43
1528329600,7653.96
1528416000,7687.37
1528502400,7615.54
1528588800,7497.1
1528675200,6762.1
1528761600,6879.31
1528848000,6553
1528934400,6299.89
1529020800,6637.41
1529107200,6391.16
1529193600,6488.68
1529280000,6445.79
1529366400,6712.5
1529452800,6743.41
1529539200,6760.83
1529625600,6719.79
1529712000,6059.3
1529798400,6170.46
1529884800,6157.04
1529971200,6249.62
1530057600,6097.46
1530144000,6143.97
1530230400,5878.14
1530316800,6223.28
1530403200,6408.91
1530489600,6365.66
1530576000,6626.44
1530662400,6518.97
1530748800,6602.32
1530835200,6555.51
1530921600,6628.59
1531008000,6778.38
1531094400,6724.04
1531180800,6682.68
1531267200,6329.27
1531353600,6403.18
1531440000,6239.47
1531526400,6220.1
1531612800,6248.84
1531699200,6348.09
1531785600,6732.81
1531872000,7321.62
1531958400,7371.11
1532044800,7473.9
1532131200,7334.99
1532217600,7408.99
1532304000,7406.66
1532390400,7715.1
1532476800,8418.11
1532563200,8171.65
1532649600,7939.81
1532736000,8178.33
1532822400,8219.92
1532908800,8220.91
1532995200,8171.49
1533081600,7735.28
1533168000,7607.7
1533254400,7535.88
1533340800,7414.77
1533427200,7011.28
1533513600,7032.3
1533600000,6937.23
1533686400,6718.23
1533772800,6277.59
1533859200,6532.36
1533945600,6138.96
1534032000,6227.85
1534118400,6313.42
1534204800,6252.13
1534291200,6189.97
1534377600,6270.67
1534464000,6312.75
1534550400,6577.74
1534636800,6394.18
1534723200,6486.58
1534809600,6262.64
1534896000,6472.41
1534982400,6354.57
1535068800,6525.96
1535155200,6691.39
1535241600,6738.27
1535328000,6707.96
1535414400,6901.26
1535500800,7078.19
1535587200,7032.13
1535673600,6986.54
1535760000,7018.78
1535846400,7197.43
1535932800,7291.84
1536019200,7265.08
1536105600,7359.19
1536192000,6695.32
1536278400,6501.19
1536364800,6399.85
1536451200,6184.06
1536537600,6240.98
1536624000,6306.59
1536710400,6283.54
1536796800,6326.04
1536883200,6479.6
1536969600,6487.12
1537056000,6522.39
1537142400,6497.37
1537228800,6253.99
1537315200,6342.39
1537401600,6389.3
1537488000,6496.02
1537574400,6756.12
1537660800,6718.7
1537747200,6705.66
1537833600,6583.45
1537920000,6432.71
1538006400,6459.35
1538092800,6686.08
1538179200,6628.66
1538265600,6592.64
1538352000,6611.02
1538438400,6586.58
1538524800,6521.31
1538611200,6483.73
1538697600,6568.14
1538784000,6620.63
1538870400,6573.62
1538956800,6588.93
1539043200,6641.33
1539129600,6626.85
1539216000,6581.07
1539302400,6207.79
1539388800,6247
1539475200,6265.9
1539561600,6265.16
1539648000,6599.17
1539734400,6616.45
1539820800,6595.51
1539907200,6509.61
1539993600,6463.58
1540080000,6504.92
1540166400,6504.78
1540252800,6493.89
1540339200,6476.85
1540425600,6489.77
1540512000,6466.29
1540598400,6472.17
1540684800,6457.21
1540771200,6449.37
1540857600,6307.51
1540944000,6301.61
1541030400,6338.78
1541116800,6373.08
1541203200,6390.42
1541289600,6361.3
1541376000,6454
1541462400,6437.76
1541548800,6477.84
1541635200,6536.83
1541721600,6444.97
1541808000,6377.4
1541894400,6388.46
1541980800,6408.53
1542067200,6384.75
1542153600,6358.25
1542240000,5756.77
1542326400,5658.73
1542412800,5592.58
1542499200,5572.44
1542585600,5616.29
1542672000,4848.78
1542758400,4491.98
1542844800,4616.44
1542931200,4312.31
1543017600,4352.98
1543104000,3862.01
1543190400,4010.72
1543276800,3793.35
1543363200,3828.45
1543449600,4256.55
1543536000,4278.77
1543622400,4013.52
1543708800,4188.09
1543795200,4140.6
1543881600,3894.21
1543968000,3956.94
1544054400,3744.98
1544140800,3484.94
1544227200,3425.69
1544313600,3453.66
1544400000,3588.44
1544486400,3472.98
1544572800,3407.28
1544659200,3487.73
1544745600,3308.11
1544832000,3242.42
1544918400,3231.91
1545004800,3246.64
1545091200,3556.54
1545177600,3714.09
1545264000,3734.55
1545350400,4135.19
1545436800,3899.83
1545523200,4031.85
1545609600,3995.17
1545696000,4075.15
1545782400,3821.52
1545868800,3848.21
1545955200,3638.9
1546041600,3923.19
1546128000,3770.36
1546214400,3865.26
1546300800,3737.91
1546387200,3855.88
1546473600,3931.31
1546560000,3822.87
1546646400,3856.62
1546732800,3831.94
1546819200,4071.77
1546905600,4032.25
1546992000,4020.97
1547078400,4016.92
1547164800,3646.25
1547251200,3656.9
