x,y
1312502400,11.5
1312588800,11.42
1312675200,10.71
1312761600,9.58
1312848000,9.66
1312934400,11.76
1313020800,10.65
1313107200,10.35
1313193600,9.93
1313280000,10.34
1313366400,11.4
1313452800,11.77
1313539200,11.36
1313625600,11.39
1313712000,11.7
1313798400,11.81
1313884800,11.75
1313971200,11.57
1314057600,11.5
1314144000,11.47
1314230400,11.3
1314316800,10.81
1314403200,10.01
1314489600,9.2
1314576000,9.48
1314662400,9.4
1314748800,9.11
1314835200,8.87
1314921600,8.46
1315008000,8.55
1315094400,8.69
1315180800,8.56
1315267200,8.27
1315353600,7.64
1315440000,7.53
1315526400,7.23
1315612800,6.76
1315699200,6.49
1315785600,7.32
1315872000,6.88
1315958400,6.19
1316044800,5.92
1316131200,5.58
1316217600,5.18
1316304000,5.02
1316390400,5.14
1316476800,5.89
1316563200,6.67
1316649600,6.18
1316736000,5.8
1316822400,5.7
1316908800,5.62
1316995200,5.49
1317081600,5.38
1317168000,5.1
1317254400,4.95
1317340800,4.94
1317427200,5.34
1317513600,5.27
1317600000,5.14
1317686400,5.06
1317772800,5.03
1317859200,5
1317945600,4.91
1318032000,4.79
1318118400,4.54
1318204800,4.36
1318291200,4.23
1318377600,4.16
1318464000,4.26
1318550400,4.37
1318636800,4.1
1318723200,4.01
1318809600,3.87
1318896000,3.55
1318982400,2.84
1319068800,2.59
1319155200,2.49
1319241600,2.86
1319328000,3.31
1319414400,3.32
1319500800,3.16
1319587200,3
1319673600,2.92
1319760000,3.1
1319846400,3.39
1319932800,3.78
1320019200,3.59
1320105600,3.38
1320192000,3.37
1320278400,3.41
1320364800,3.28
1320451200,3.22
1320537600,3.17
1320624000,3.04
1320710400,3.07
1320796800,3.19
1320883200,3.09
1320969600,3
1321056000,3.03
1321142400,3.11
1321228800,3.08
1321315200,2.95
1321401600,2.67
1321488000,2.6
1321574400,2.55
1321660800,2.37
1321747200,2.35
1321833600,2.45
1321920000,2.3
1322006400,2.36
1322092800,2.4
1322179200,2.48
1322265600,2.55
1322352000,2.52
1322438400,2.51
1322524800,2.64
1322611200,2.98
1322697600,3
1322784000,3.14
1322870400,3.14
1322956800,3.1
1323043200,2.98
1323129600,2.96
1323216000,3.06
1323302400,3.09
1323388800,3.09
1323475200,3.04
1323561600,3.12
1323648000,3.37
1323734400,3.33
1323820800,3.29
1323907200,3.26
1323993600,3.2
1324080000,3.23
1324166400,3.23
1324252800,3.36
1324339200,3.89
1324425600,4.41
1324512000,4.08
1324598400,3.98
1324684800,3.95
1324771200,4.06
1324857600,4.37
1324944000,4.25
1325030400,4.09
1325116800,4.22
1325203200,4.32
1325289600,4.47
1325376000,5.04
1325462400,5.27
1325548800,5.45
1325635200,5.37
1325721600,5.8
1325808000,6.6
1325894400,7.17
1325980800,7.06
1326067200,7.2
1326153600,7.13
1326240000,6.95
1326326400,7.1
1326412800,6.96
1326499200,6.83
1326585600,6.81
1326672000,7.04
1326758400,7.14
1326844800,6.97
1326931200,6.79
1327017600,6.37
1327104000,6.57
1327190400,6.51
1327276800,6.41
1327363200,6.47
1327449600,6.5
1327536000,6.39
1327622400,6.08
1327708800,5.7
1327795200,5.75
1327881600,5.72
1327968000,5.61
1328054400,5.65
1328140800,5.77
1328227200,6.19
1328313600,6.11
1328400000,5.99
1328486400,5.92
1328572800,5.77
1328659200,5.74
1328745600,5.84
1328832000,5.83
1328918400,5.94
1329004800,5.96
1329091200,5.82
1329177600,5.69
1329264000,5.43
1329350400,4.84
1329436800,4.74
1329523200,4.7
1329609600,4.46
1329696000,4.38
1329782400,4.5
1329868800,4.46
1329955200,4.63
1330041600,4.99
1330128000,5.17
1330214400,5.05
1330300800,5.02
1330387200,5.08
1330473600,4.98
1330560000,4.92
1330646400,4.99
1330732800,4.94
1330819200,4.81
1330905600,4.93
1330992000,5.04
1331078400,5.05
1331164800,5.05
1331251200,4.99
1331337600,4.95
1331424000,4.95
1331510400,4.98
1331596800,5.07
1331683200,5.42
1331769600,5.45
1331856000,5.44
1331942400,5.4
1332028800,5.4
1332115200,5.36
1332201600,5.23
1332288000,4.95
1332374400,4.87
1332460800,4.87
1332547200,4.81
1332633600,4.73
1332720000,4.7
1332806400,4.74
1332892800,4.77
1332979200,4.85
1333065600,4.85
1333152000,4.86
1333238400,4.94
1333324800,4.97
1333411200,5.06
1333497600,5
1333584000,4.96
1333670400,4.95
1333756800,4.96
1333843200,4.94
1333929600,4.8
1334016000,4.82
1334102400,4.9
1334188800,4.91
1334275200,4.97
1334361600,4.97
1334448000,5.02
1334534400,4.98
1334620800,4.99
1334707200,5.06
1334793600,5.18
1334880000,5.19
1334966400,5.24
1335052800,5.44
1335139200,5.3
1335225600,5.21
1335312000,5.19
1335398400,5.16
1335484800,5.17
1335571200,5.13
1335657600,5.09
1335744000,5.01
1335830400,5
1335916800,5.04
1336003200,5.18
1336089600,5.18
1336176000,5.15
1336262400,5.14
1336348800,5.1
1336435200,5.1
1336521600,5.1
1336608000,5.1
1336694400,5.1
1336780800,5.02
1336867200,5
1336953600,5.01
1337040000,5.05
1337126400,5.09
1337212800,5.1
1337299200,5.13
1337385600,5.13
1337472000,5.14
1337558400,5.15
1337644800,5.14
1337731200,5.13
1337817600,5.18
1337904000,5.21
1337990400,5.15
1338076800,5.15
1338163200,5.15
1338249600,5.16
1338336000,5.16
1338422400,5.18
1338508800,5.21
1338595200,5.27
1338681600,5.28
1338768000,5.27
1338854400,5.33
1338940800,5.49
1339027200,5.48
1339113600,5.56
1339200000,5.67
1339286400,5.68
1339372800,5.6
1339459200,5.58
1339545600,5.76
1339632000,5.96
1339718400,6
1339804800,6.27
1339891200,6.58
1339977600,6.51
1340064000,6.48
1340150400,6.56
1340236800,6.69
1340323200,6.8
1340409600,6.76
1340496000,6.64
1340582400,6.56
1340668800,6.45
1340755200,6.48
1340841600,6.58
1340928000,6.67
1341014400,6.67
1341100800,6.69
1341187200,6.71
1341273600,6.75
1341360000,6.71
1341446400,6.6
1341532800,6.76
1341619200,6.74
1341705600,6.78
1341792000,6.88
1341878400,6.98
1341964800,7.24
1342051200,7.27
1342137600,7.46
1342224000,7.85
1342310400,7.68
1342396800,7.8
1342483200,8.58
1342569600,9.47
1342656000,9.37
1342742400,9.27
1342828800,9.35
1342915200,9.53
1343001600,9.05
1343088000,9.14
1343174400,8.91
1343260800,8.8
1343347200,8.91
1343433600,8.95
1343520000,8.92
1343606400,8.95
1343692800,9.22
1343779200,9.46
1343865600,9.6
1343952000,10.12
1344038400,11.16
1344124800,11.27
1344211200,11.21
1344297600,11.23
1344384000,11.07
1344470400,11.35
1344556800,11.9
1344643200,11.6
1344729600,11.64
1344816000,11.79
1344902400,11.94
1344988800,12.3
1345075200,12.95
1345161600,14.21
1345248000,15.37
1345334400,14.48
1345420800,11.64
1345507200,10.45
1345593600,10.29
1345680000,10.26
1345766400,10.25
1345852800,10.25
1345939200,10.62
1346025600,10.99
1346112000,11.97
1346198400,11.34
1346284800,11.14
1346371200,10.91
1346457600,10.74
1346544000,10.36
1346630400,10.26
1346716800,10.52
1346803200,10.59
1346889600,10.72
1346976000,11.2
1347062400,11.27
1347148800,11.19
1347235200,11.14
1347321600,11.14
1347408000,11.24
1347494400,11.38
1347580800,11.48
1347667200,11.76
1347753600,11.84
1347840000,11.98
1347926400,11.99
1348012800,12.21
1348099200,12.63
1348185600,12.66
1348272000,12.54
1348358400,12.4
1348444800,12.28
1348531200,12.28
1348617600,12.24
1348704000,12.32
1348790400,12.46
1348876800,12.46
1348963200,12.49
1349049600,12.48
1349136000,12.58
1349222400,12.88
1349308800,12.95
1349395200,13.07
1349481600,12.97
1349568000,12.86
1349654400,12.58
1349740800,12.14
1349827200,12.3
1349913600,12.16
1350000000,12.18
1350086400,12.15
1350172800,12.1
1350259200,12.01
1350345600,12.02
1350432000,11.99
1350518400,11.98
1350604800,11.96
1350691200,11.94
1350777600,11.84
1350864000,11.8
1350950400,11.86
1351036800,11.96
1351123200,11.79
1351209600,11.56
1351296000,11.04
1351382400,10.78
1351468800,10.69
1351555200,10.93
1351641600,10.92
1351728000,11.17
1351814400,11.26
1351900800,11.06
1351987200,10.62
1352073600,10.73
1352160000,10.9
1352246400,10.97
1352332800,11.19
1352419200,11.09
1352505600,11.04
1352592000,10.95
1352678400,11
1352764800,11.17
1352851200,11.11
1352937600,11.07
1353024000,11.28
1353110400,11.8
1353196800,11.81
1353283200,11.82
1353369600,11.81
1353456000,11.83
1353542400,11.9
1353628800,12.32
1353715200,12.43
1353801600,12.46
1353888000,12.61
1353974400,12.62
1354060800,12.5
1354147200,12.45
1354233600,12.61
1354320000,12.66
1354406400,12.69
1354492800,12.68
1354579200,12.75
1354665600,13.09
1354752000,13.55
1354838400,13.69
1354924800,13.65
1355011200,13.55
1355097600,13.53
1355184000,13.57
1355270400,13.64
1355356800,13.8
1355443200,13.82
1355529600,13.87
1355616000,13.75
1355702400,13.63
1355788800,13.47
1355875200,13.4
1355961600,13.48
1356048000,13.7
1356134400,13.63
1356220800,13.56
1356307200,13.48
1356393600,13.45
1356480000,13.44
1356566400,13.42
1356652800,13.51
1356739200,13.65
1356825600,13.65
1356912000,13.57
1356998400,13.58
1357084800,13.52
1357171200,13.42
1357257600,13.47
1357344000,13.5
1357430400,13.54
1357516800,13.53
1357603200,13.61
1357689600,13.84
1357776000,13.99
1357862400,14.32
1357948800,14.31
1358035200,14.34
1358121600,14.31
1358208000,14.34
1358294400,14.53
1358380800,14.86
1358467200,15.53
1358553600,15.95
1358640000,15.85
1358726400,16.15
1358812800,17.13
1358899200,17.59
1358985600,17.97
1359072000,19.1
1359158400,18.54
1359244800,17.71
1359331200,18.11
1359417600,18.77
1359504000,19.78
1359590400,20.11
1359676800,21.4
1359763200,21.25
1359849600,21
1359936000,20.77
1360022400,20.99
1360108800,20.92
1360195200,21.53
1360281600,22.15
1360368000,23.4
1360454400,23.83
1360540800,23.97
1360627200,24.65
1360713600,25.15
1360800000,24.3
1360886400,27.2
1360972800,27.27
1361059200,27.39
1361145600,26.91
1361232000,26.98
1361318400,29.48
1361404800,29.79
1361491200,29.75
1361577600,30.52
1361664000,29.8
1361750400,29.87
1361836800,30.4
1361923200,31.2
1362009600,31.27
1362096000,33.36
1362182400,34.5
1362268800,34.25
1362355200,34.25
1362441600,36.4
1362528000,40.65
1362614400,42
1362700800,43.15
1362787200,44
1362873600,46.93
1362960000,45.6
1363046400,48.2
1363132800,44.32
1363219200,47.07
1363305600,46.86
1363392000,46.9
1363478400,47.25
1363564800,47.38
1363651200,52.12
1363737600,59.53
1363824000,65.93
1363910400,70.25
1363996800,70.25
1364083200,64.01
1364169600,71.93
1364256000,74.1
1364342400,78.79
1364428800,88.8
1364515200,87.5
1364601600,90.05
1364688000,92.5
1364774400,93.25
1364860800,104
1364947200,117.34
1365033600,131
1365120000,133
1365206400,142.1
1365292800,143.61
1365379200,163.3
1365465600,186.96
1365552000,231.05
1365638400,159.88
1365724800,124.9
1365811200,122.6
1365897600,100
1365984000,100
1366070400,68.1
1366156800,68
1366243200,93.9
1366329600,111
1366416000,118.92
1366502400,127.5
1366588800,119
1366675200,127
1366761600,142.5
1366848000,155.07
1366934400,141.99
1367020800,137
1367107200,128.5
1367193600,134.44
1367280000,144.54
1367366400,139
1367452800,117
1367539200,103.3
1367625600,96.8
1367712000,113.1
1367798400,115.98
1367884800,112.3
1367971200,111.7
1368057600,113.35
1368144000,112.69
1368230400,117.2
1368316800,115.68
1368403200,115.1
1368489600,117.99
1368576000,112
1368662400,114.22
1368748800,117.41
1368835200,123.32
1368921600,123.3
1369008000,121.99
1369094400,122.02
1369180800,122.7
1369267200,123
1369353600,126.7
1369440000,133.49
1369526400,131.99
1369612800,133.5
1369699200,129.76
1369785600,129
1369872000,132.3
1369958400,128.88
1370044800,129.02
1370131200,129.3
1370217600,122.42
1370304000,122.03
1370390400,121.42
1370476800,121.9
1370563200,118.97
1370649600,111.5
1370736000,107.99
1370822400,100.2
1370908800,106.1
1370995200,109
1371081600,108.1
1371168000,103.9
1371254400,99.98
1371340800,99.69
1371427200,99.9
1371513600,101.95
1371600000,107.39
1371686400,107.68
1371772800,111.12
1371859200,109.87
1371945600,108.35
1372032000,107.98
1372118400,102.98
1372204800,103.89
1372291200,104
1372377600,101.77
1372464000,94.65
1372550400,94.99
1372636800,97.25
1372723200,87
1372809600,91.05
1372896000,78.11
1372982400,80.04
1373068800,68.86
1373155200,70.27
1373241600,75
1373328000,76.49
1373414400,76.7
1373500800,87.9
1373587200,88.9
1373673600,93.99
1373760000,98
1373846400,94.69
1373932800,98.4
1374019200,97.05
1374105600,98.8
1374192000,90.1
1374278400,92
1374364800,89.39
1374451200,90.76
1374537600,91.99
1374624000,95.56
1374710400,94.51
1374796800,97
1374883200,96.02
1374969600,94.12
1375056000,98.7
1375142400,101.48
1375228800,107.8
1375315200,106.2
1375401600,104.62
1375488000,104.5
1375574400,104.95
1375660800,105.54
1375747200,106.72
1375833600,106.56
1375920000,105.99
1376006400,103.01
1376092800,102.8
1376179200,103
1376265600,105
1376352000,106.64
1376438400,109.35
1376524800,99.19
1376611200,98.08
1376697600,98.25
1376784000,99.71
1376870400,99.3
1376956800,102.85
1377043200,104.88
1377129600,110.43
1377216000,109.71
1377302400,107.65
1377388800,109.04
1377475200,113.28
1377561600,111.79
1377648000,117.72
1377734400,117.92
1377820800,118.5
1377907200,124.84
1377993600,128.52
1378080000,130.67
1378166400,130.09
1378252800,129.13
1378339200,122.27
1378425600,122.63
1378512000,117.61
1378598400,119.92
1378684800,118.18
1378771200,120.52
1378857600,122.02
1378944000,126.54
1379030400,127.07
1379116800,127.14
1379203200,124.05
1379289600,125.35
1379376000,126.2
1379462400,139.15
1379548800,127.12
1379635200,124.18
1379721600,123.04
1379808000,123.42
1379894400,122.93
1379980800,122.65
1380067200,123.75
1380153600,123.4
1380240000,124.65
1380326400,126.7
1380412800,126.54
1380499200,127.01
1380585600,126.25
1380672000,127.54
1380758400,103.85
1380844800,117.57
1380931200,121.94
1381017600,121.2
1381104000,122.49
1381190400,123.8
1381276800,124.12
1381363200,125.9
1381449600,126.8
1381536000,127.41
1381622400,127.59
1381708800,132.62
1381795200,135.17
1381881600,141.02
1381968000,138.19
1382054400,143.94
1382140800,168.2
1382227200,183.18
1382313600,186.12
1382400000,179.8
1382486400,189.75
1382572800,203.7
1382659200,195.33
1382745600,186.85
1382832000,179.56
1382918400,194.06
1383004800,206.9
1383091200,216
1383177600,206.01
1383264000,203.54
1383350400,203
1383436800,204.86
1383523200,209.8
1383609600,229.95
1383696000,252.59
1383782400,265.1
1383868800,291.02
1383955200,334
1384041600,330
1384128000,328
1384214400,343.61
1384300800,354.9
1384387200,393
1384473600,415
1384560000,412.03
1384646400,437.24
1384732800,475
1384819200,660.2
1384905600,547
1384992000,597.98
1385078400,716.77
1385164800,795
1385251200,829.99
1385337600,807.5
1385424000,814.56
1385510400,917.79
1385596800,965
1385683200,1014.1
1385769600,1133.95
1385856000,1119.2
1385942400,955.01
1386028800,1043.98
1386115200,1050.21
1386201600,1136.9
1386288000,1035
1386374400,800
1386460800,705.91
1386547200,786.6
1386633600,894
1386720000,978.76
1386806400,876.88
1386892800,874.72
1386979200,885
1387065600,850.81
1387152000,862.98
1387238400,690
1387324800,673.62
1387411200,522
1387497600,685.3
1387584000,613.87
1387670400,599.91
1387756800,614.11
1387843200,659.99
1387929600,653
1388016000,679.02
1388102400,747
1388188800,723.98
1388275200,715
1388361600,728.19
1388448000,736.5
1388534400,732
1388620800,749.27
1388707200,781.23
1388793600,807.39
1388880000,828.74
1388966400,904.98
1389052800,915.69
1389139200,790
1389225600,823.3
1389312000,826.28
1389398400,853.99
1389484800,895
1389571200,844.04
1389657600,823
1389744000,816
1389830400,841.83
1389916800,817.15
1390003200,792
1390089600,811.2
1390176000,841.1
1390262400,827.81
1390348800,824.78
1390435200,819.62
1390521600,811.22
1390608000,780.02
1390694400,805
1390780800,814.21
1390867200,747.57
1390953600,785.6
1391040000,794
1391126400,800
1391212800,803
1391299200,817.08
1391385600,814.34
1391472000,808.5
1391558400,802.99
1391644800,781
1391731200,763.97
1391817600,710.01
1391904000,680.8
1391990400,687.37
1392076800,688.68
1392163200,675.1
1392249600,652.91
1392336000,610
1392422400,670.29
1392508800,655.71
1392595200,623.88
1392681600,629.96
1392768000,629.59
1392854400,624.85
1392940800,563
1393027200,579.5
1393113600,612.48
1393200000,611.05
1393286400,542.68
1393372800,559.52
1393459200,585.21
1393545600,583.05
1393632000,553
1393718400,567.48
1393804800,561
1393891200,681.96
1393977600,673.28
1394064000,670.7
1394150400,669
1394236800,631.99
1394323200,622.38
1394409600,639.9
1394496000,629.33
1394582400,632.1
1394668800,634.95
1394755200,641.01
1394841600,630.42
1394928000,637.24
1395014400,634.99
1395100800,624.71
1395187200,615.49
1395273600,611.2
1395360000,585.6
1395446400,572.89
1395532800,563.01
1395619200,559.54
1395705600,585.58
1395792000,585.79
1395878400,578.5
1395964800,474.2
1396051200,499.6
1396137600,490
1396224000,458.66
1396310400,457.49
1396396800,479
1396483200,439.12
1396569600,448.72
1396656000,452
1396742400,463
1396828800,458
1396915200,449.99
1397001600,453
1397088000,441.93
1397174400,369
1397260800,423.4
1397347200,423.37
1397433600,417.58
1397520000,459.64
1397606400,523
1397692800,526.29
1397779200,498.2
1397865600,482.11
1397952000,503.8
1398038400,501.54
1398124800,498.38
1398211200,488.52
1398297600,491.99
1398384000,502.15
1398470400,463.13
1398556800,461.48
1398643200,438.8
1398729600,442.44
1398816000,448
1398902400,452.03
1398988800,460.97
1399075200,454.9
1399161600,440
1399248000,436.75
1399334400,433
1399420800,428.01
1399507200,440.88
1399593600,437.61
1399680000,449
1399766400,457
1399852800,437.81
1399939200,442.45
1400025600,439.12
1400112000,444.65
1400198400,446.53
1400284800,449.12
1400371200,448.66
1400457600,446.89
1400544000,448.02
1400630400,488.12
1400716800,493.97
1400803200,528.32
1400889600,521.1
1400976000,527.91
1401062400,569.93
1401148800,584.88
1401235200,572.7
1401321600,581
1401408000,569.01
1401494400,621.3
1401580800,626.5
1401667200,630.71
1401753600,662
1401840000,670.14
1401926400,642.86
1402012800,661.48
1402099200,649
1402185600,657.12
1402272000,657.11
1402358400,648.81
1402444800,648.55
1402531200,624.97
1402617600,574.85
1402704000,591.55
1402790400,572.28
1402876800,592.89
1402963200,586
1403049600,608
1403136000,608
1403222400,595.15
1403308800,593.48
1403395200,590.96
1403481600,598.76
1403568000,588.25
1403654400,574.98
1403740800,560.76
1403827200,577.34
1403913600,599
1404000000,590
1404086400,599.99
1404172800,638.99
1404259200,639.25
1404345600,650.49
1404432000,645.35
1404518400,626.16
1404604800,631
1404691200,633.74
1404777600,624.35
1404864000,624.97
1404950400,621.95
1405036800,616.8
1405123200,634
1405209600,636.18
1405296000,630.43
1405382400,621.21
1405468800,624.07
1405555200,617.41
1405641600,625.8
1405728000,631.85
1405814400,630
1405900800,627
1405987200,622.23
1406073600,620
1406160000,620.43
1406246400,603.96
1406332800,602.9
1406419200,595.9
1406505600,593.68
1406592000,589.94
1406678400,585.5
1406764800,563.35
1406851200,582.04
1406937600,595.76
1407024000,589.59
1407110400,583.81
1407196800,588.5
1407283200,581.96
1407369600,582.73
1407456000,585.02
1407542400,588.98
1407628800,589.6
1407715200,590.74
1407801600,574.01
1407888000,569.01
1407974400,549.98
1408060800,504.51
1408147200,500.39
1408233600,523.88
1408320000,498.17
1408406400,474.95
1408492800,490
1408579200,518.82
1408665600,521.12
1408752000,515.69
1408838400,495.27
1408924800,508.03
1409011200,501.55
1409097600,513.92
1409184000,511.77
1409270400,506.61
1409356800,509.3
1409443200,501
1409529600,478.87
1409616000,476.36
1409702400,473.53
1409788800,474.5
1409875200,488.87
1409961600,485.91
1410048000,479.59
1410134400,476.53
1410220800,467.85
1410307200,473.35
1410393600,477.74
1410480000,477.73
1410566400,474.62
1410652800,476.92
1410739200,474.35
1410825600,470.83
1410912000,463.4
1410998400,453.9
1411084800,425.56
1411171200,395.67
1411257600,411.71
1411344000,401.15
1411430400,399.95
1411516800,440.03
1411603200,423.68
1411689600,410.19
1411776000,404.71
1411862400,400.39
1411948800,375.24
1412035200,373.87
1412121600,390.18
1412208000,384.04
1412294400,375.78
1412380800,358.9
1412467200,328.39
1412553600,323.94
1412640000,327.61
1412726400,334.06
1412812800,357
1412899200,363.61
1412985600,360.9
1413072000,361.95
1413158400,380.8
1413244800,391.98
1413331200,402.5
1413417600,394.84
1413504000,383.85
1413590400,383.14
1413676800,391
1413763200,389.44
1413849600,381.46
1413936000,385.89
1414022400,384.07
1414108800,357.2
1414195200,358.49
1414281600,347
1414368000,355.3
1414454400,350.9
1414540800,355.79
1414627200,335.33
1414713600,345.3
1414800000,337.79
1414886400,324.51
1414972800,324.36
1415059200,326.49
1415145600,330.23
1415232000,338.63
1415318400,349.96
1415404800,342.19
1415491200,346.94
1415577600,365.94
1415664000,365.8
1415750400,369.41
1415836800,420.19
1415923200,419.99
1416009600,399.11
1416096000,376.99
1416182400,389.87
1416268800,388.87
1416355200,374.92
1416441600,379.05
1416528000,356.47
1416614400,350.25
1416700800,353.04
1416787200,367.12
1416873600,374.58
1416960000,376.16
1417046400,366.86
1417132800,369.97
1417219200,376.98
1417305600,375.59
1417392000,376.03
1417478400,377.42
1417564800,379.62
1417651200,376.03
1417737600,368.73
1417824000,376
1417910400,375.05
1417996800,376.01
